Full Name                bats  throws  weight  height
Oscar Streit             L     L       190     77    
Walt Streuli             R     R       195     74    
Hunter Strickland        R     R       225     75    
Jake Striker             L     L       200     74    
Ross Stripling           R     R       215     73    
Mark Strittmatter        R     R       200     73    
Brent Strom              R     L       189     75    
Pedro Strop              R     R       220     73    
Steve Stroughter         L     L       190     74    
Peter Strzelecki         R     R       216     74    
Dick Stuart              R     R       212     76    
Drew Stubbs              R     R       205     76    
Franklin Stubbs          L     L       215     74    
Moose Stubing            L     L       220     75    
Everett Stull            R     R       200     75    
Eric Stults              L     L       220     74    
Daniel Stumpf            L     L       208     74    
John Stuper              R     R       200     74    
Tanyon Sturtze           R     R       190     77    
Albert Suarez            R     R       235     75    
Ranger Suarez            L     L       217     73    
Robert Suarez            R     R       210     74    
Dick Such                L     R       190     76    
Charley Suche            R     L       190     74    
Bill Sudakis             B     R       190     73    
Wander Suero             R     R       216     76    
Brett Sullivan           L     R       195     73    
Frank Sullivan           R     R       215     78    
Haywood Sullivan         R     R       210     76    
Lefty Sullivan           L     L       204     75    
Marc Sullivan            R     R       205     76    
